Nquad,Fitness,Fitness2,Month,season,Age.stage,T.length,D.holdfast,N.stipe,D.stipe,Maturity,Rep.prev,Wave.exp,Density,Gall.prev,Temp,Sal,ph
2,Shapely,0,Jun,fall,Adult,119,9.2,22,0.6,Immature,0.4545454545,Semi-exposed,11,0.2727272727,15.4,33.7,8.36
3,Malformed,1,Jun,fall,Adult,120,12.5,42,0.7,Immature,0,Semi-exposed,4,0.25,15.4,33.7,8.36
3,Shapely,0,Jun,fall,Juvenile,124,5.5,49,0.6,Immature,0,Semi-exposed,4,0.25,15.4,33.7,8.36
3,Shapely,0,Jun,fall,Juvenile,107,6,17,1.2,Immature,0,Semi-exposed,4,0.25,15.4,33.7,8.36
3,Shapely,0,Jun,fall,Adult,120,8,27,1,Immature,0,Semi-exposed,4,0.25,15.4,33.7,8.36
4,Malformed,1,Jun,fall,Adult,150,6.2,3,1,Fertile,0.75,Semi-exposed,4,0.75,15.4,33.7,8.36
4,Malformed,1,Jun,fall,Adult,97,13,34,1.5,Fertile,0.75,Semi-exposed,4,0.75,15.4,33.7,8.36
4,Malformed,1,Jun,fall,Adult,95,30,39,1.2,Fertile,0.75,Semi-exposed,4,0.75,15.4,33.7,8.36
4,Shapely,0,Jun,fall,Adult,84,16,42,1.2,Immature,0.75,Semi-exposed,4,0.75,15.4,33.7,8.36
5,Malformed,1,Jun,fall,Adult,92,7.2,9,1.2,Fertile,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Malformed,1,Jun,fall,Adult,140,8.4,21,1.2,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Malformed,1,Jun,fall,Adult,125,12.2,15,1.2,Fertile,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Juvenile,54,11.9,6,0.4,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Recruit,25,1,2,0.2,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Adult,150,14,19,1.2,Fertile,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Adult,150,11,15,1.4,Fertile,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Adult,150,11.4,38,0.9,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Juvenile,77,4.4,7,0.4,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Recruit,16,3.2,5,0.2,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Adult,140,11,13,0.6,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Adult,150,10,20,0.6,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Juvenile,96,6,12,1.2,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
5,Shapely,0,Jun,fall,Juvenile,120,5.2,13,0.4,Immature,0.2857142857,Exposed,14,0.2142857143,15.4,33.7,8.36
6,Malformed,1,Jun,fall,Adult,233,16.2,32,1.5,Fertile,0.5,Exposed,6,0.3333333333,15.4,33.7,8.36
6,Malformed,1,Jun,fall,Adult,150,16.4,9,2,Fertile,0.5,Exposed,6,0.3333333333,15.4,33.7,8.36
6,Shapely,0,Jun,fall,Adult,150,6,40,0.6,Immature,0.5,Exposed,6,0.3333333333,15.4,33.7,8.36
6,Shapely,0,Jun,fall,Adult,94,9.2,14,0.6,Immature,0.5,Exposed,6,0.3333333333,15.4,33.7,8.36
6,Shapely,0,Jun,fall,Adult,150,20,64,1.2,Fertile,0.5,Exposed,6,0.3333333333,15.4,33.7,8.36
6,Shapely,0,Jun,fall,Juvenile,129,5.4,16,0.8,Immature,0.5,Exposed,6,0.3333333333,15.4,33.7,8.36
7,Malformed,1,Jun,fall,Adult,150,16,59,1,Fertile,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Malformed,1,Jun,fall,Adult,150,12,9,1,Fertile,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Malformed,1,Jun,fall,Adult,150,16,13,1.2,Fertile,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Adult,150,14,32,0.9,Fertile,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Adult,200,11,29,0.9,Fertile,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Adult,150,10,15,0.6,Fertile,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Adult,150,7.8,19,0.6,Immature,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Adult,125,11,31,0.4,Immature,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Recruit,25,3.3,8,0.4,Immature,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Juvenile,58,3.4,12,0.3,Immature,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
7,Shapely,0,Jun,fall,Adult,134,12,13,0.9,Immature,0.5454545455,Exposed,11,0.2727272727,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,12,24,1.2,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Juvenile,72,4.8,5,0.4,Immature,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,16,74,1.2,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Juvenile,99,7,3,1.2,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,19,32,1.4,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,9.2,16,1.1,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,250,10.2,17,0.8,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,17.5,8,1.5,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,15.4,9,1.6,Fertile,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,9.2,19,0.8,Immature,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Juvenile,150,7.2,13,1,Immature,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Juvenile,57,7.2,11,0.6,Immature,0.6153846154,Exposed,13,0,15.4,33.7,8.36
8,Shapely,0,Jun,fall,Adult,150,9.4,15,1.2,Immature,0.6153846154,Exposed,13,0,15.4,33.7,8.36
9,Malformed,1,Jun,fall,Adult,73,6,1,1,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Malformed,1,Jun,fall,Adult,230,19,10,1.9,Fertile,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Malformed,1,Jun,fall,Juvenile,100,6.2,20,0.4,Fertile,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Malformed,1,Jun,fall,Adult,170,14,32,1.2,Fertile,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Juvenile,86,7,24,0.7,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Juvenile,80,3.5,8,0.6,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Juvenile,63,2,7,0.4,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Recruit,32,1,2,0.1,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Recruit,37,3.2,5,0.2,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Recruit,12,0.6,6,0.1,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Recruit,40,3.2,8,0.3,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Juvenile,76,2.2,6,0.3,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Juvenile,150,9.2,29,1.2,Immature,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Juvenile,140,7.2,22,0.7,Fertile,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Adult,150,12,31,1.1,Fertile,0.4375,Exposed,16,0.25,15.4,33.7,8.36
9,Shapely,0,Jun,fall,Adult,110,12.9,17,1.2,Fertile,0.4375,Exposed,16,0.25,15.4,33.7,8.36
10,Malformed,1,Jun,fall,Adult,120,8.3,29,0.8,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Malformed,1,Jun,fall,Adult,189,15.4,56,1.4,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Malformed,1,Jun,fall,Adult,210,9,29,0.6,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Malformed,1,Jun,fall,Adult,150,8.3,24,0.7,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Malformed,1,Jun,fall,Adult,189,10,27,0.6,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Shapely,0,Jun,fall,Recruit,34,0.7,6,0.3,Immature,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Shapely,0,Jun,fall,Adult,250,11.4,12,1.7,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Shapely,0,Jun,fall,Adult,200,9.8,10,1.6,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Shapely,0,Jun,fall,Juvenile,165,5.8,17,0.9,Fertile,0.8,Exposed,10,0.5,15.4,33.7,8.36
10,Shapely,0,Jun,fall,Recruit,39,0.6,7,0.6,Immature,0.8,Exposed,10,0.5,15.4,33.7,8.36
11,Malformed,1,Jun,fall,Juvenile,189,7.4,13,1.2,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Malformed,1,Jun,fall,Juvenile,189,9.5,9,0.6,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Malformed,1,Jun,fall,Adult,220,13.8,75,1.6,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Recruit,34,3.2,11,0.4,Immature,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Recruit,18,0.6,7,0.4,Immature,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Recruit,23,0.6,5,0.4,Immature,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Adult,189,12.4,18,0.9,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Juvenile,133,7.2,25,1.2,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Juvenile,120,5.3,14,0.6,Immature,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Adult,89,6.8,19,0.8,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Adult,189,5.7,18,0.6,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
11,Shapely,0,Jun,fall,Adult,197,9.8,32,1.5,Fertile,0.6666666667,Exposed,12,0.25,15.4,33.7,8.36
12,Malformed,1,Jun,fall,Adult,189,13,15,2.4,Fertile,0.8571428571,Exposed,7,0.4285714286,15.4,33.7,8.36
12,Malformed,1,Jun,fall,Adult,170,8.9,7,1.2,Fertile,0.8571428571,Exposed,7,0.4285714286,15.4,33.7,8.36
12,Malformed,1,Jun,fall,Adult,198,7.6,22,0.08,Fertile,0.8571428571,Exposed,7,0.4285714286,15.4,33.7,8.36
12,Shapely,0,Jun,fall,Adult,213,7.4,9,0.9,Fertile,0.8571428571,Exposed,7,0.4285714286,15.4,33.7,8.36
12,Shapely,0,Jun,fall,Adult,125,6.7,28,0.8,Fertile,0.8571428571,Exposed,7,0.4285714286,15.4,33.7,8.36
12,Shapely,0,Jun,fall,Adult,160,8.7,34,0.9,Fertile,0.8571428571,Exposed,7,0.4285714286,15.4,33.7,8.36
12,Shapely,0,Jun,fall,Adult,170,6.7,13,0.9,Immature,0.8571428571,Exposed,7,0.4285714286,15.4,33.7,8.36
13,Malformed,1,Jun,fall,Adult,177,10,28,1.2,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Malformed,1,Jun,fall,Adult,170,14,32,1,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Malformed,1,Jun,fall,Adult,134,9.5,25,1.1,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Malformed,1,Jun,fall,Adult,160,7.5,34,1,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Malformed,1,Jun,fall,Adult,176,9.9,26,0.8,Immature,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Malformed,1,Jun,fall,Adult,156,7.8,33,0.8,Immature,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Malformed,1,Jun,fall,Adult,156,5.6,24,0.8,Immature,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Adult,189,13,31,0.8,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Adult,161,7.4,28,0.4,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Juvenile,129,7.3,29,1,Immature,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Juvenile,170,8,28,0.9,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Juvenile,167,4.9,16,0.9,Fertile,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Recruit,19,3.5,6,0.4,Immature,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Juvenile,178,7.6,29,0.7,Immature,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
13,Shapely,0,Jun,fall,Juvenile,156,8.5,28,0.7,Immature,0.5333333333,Exposed,15,0.5833333333,15.4,33.7,8.36
1,Malformed,1,Mar,summer,Adult,150,10,25,1,Immature,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Malformed,1,Mar,summer,Adult,119,4.5,1,0.6,Immature,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Malformed,1,Mar,summer,Adult,213,8,7,0.7,Fertile,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Shapely,0,Mar,summer,Adult,123,6.5,7,1,Fertile,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Shapely,0,Mar,summer,Juvenile,73,4,4,0.3,Immature,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Shapely,0,Mar,summer,Recruit,26,0.2,6,0.1,Immature,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Shapely,0,Mar,summer,Recruit,7,0.2,2,0.1,Immature,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Shapely,0,Mar,summer,Recruit,27,1.5,9,0.1,Immature,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
1,Shapely,0,Mar,summer,Juvenile,43,3,14,0.3,Immature,0.2222222222,Semi-exposed,9,0.3333333333,18.1,34.3,7.7
2,Malformed,1,Mar,summer,Adult,130,8.5,18,0.9,Immature,0,Semi-exposed,6,0.6666666667,18.1,34.3,7.7
2,Malformed,1,Mar,summer,Adult,114,8,18,1,Immature,0,Semi-exposed,6,0.6666666667,18.1,34.3,7.7
2,Malformed,1,Mar,summer,Juvenile,89,5.5,15,0.6,Immature,0,Semi-exposed,6,0.6666666667,18.1,34.3,7.7
2,Malformed,1,Mar,summer,Adult,102,9.5,10,0.4,Immature,0,Semi-exposed,6,0.6666666667,18.1,34.3,7.7
2,Shapely,0,Mar,summer,Juvenile,47,1.5,7,0.2,Immature,0,Semi-exposed,6,0.6666666667,18.1,34.3,7.7
2,Shapely,0,Mar,summer,Juvenile,50,3,14,0.2,Immature,0,Semi-exposed,6,0.6666666667,18.1,34.3,7.7
3,Malformed,1,Mar,summer,Adult,150,12.5,12,1,Immature,0,Semi-exposed,1,1,18.1,34.3,7.7
4,Shapely,0,Mar,summer,Juvenile,39,5,13,0.1,Immature,0,Semi-exposed,2,0,18.1,34.3,7.7
4,Shapely,0,Mar,summer,Recruit,23,0.1,4,0.1,Immature,0,Semi-exposed,2,0,18.1,34.3,7.7
5,Malformed,1,Mar,summer,Adult,300,9,15,0.7,Fertile,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Malformed,1,Mar,summer,Adult,170,9,13,1,Fertile,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Malformed,1,Mar,summer,Adult,198,7,10,1,Fertile,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Malformed,1,Mar,summer,Adult,320,8,11,1,Fertile,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Malformed,1,Mar,summer,Adult,200,9.5,8,1,Fertile,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Malformed,1,Mar,summer,Adult,172,6,7,0.6,Fertile,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Shapely,0,Mar,summer,Juvenile,104,5,10,0.6,Fertile,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Shapely,0,Mar,summer,Juvenile,50,1.5,8,0.6,Immature,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Shapely,0,Mar,summer,Recruit,15,0.2,3,0.1,Immature,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Shapely,0,Mar,summer,Recruit,12,0.4,3,0.1,Immature,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Shapely,0,Mar,summer,Recruit,12,0.2,2,0.1,Immature,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Shapely,0,Mar,summer,Recruit,12,0.2,2,0.1,Immature,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
5,Shapely,0,Mar,summer,Recruit,23,0.3,2,0.1,Immature,0.5384615385,Exposed,13,0.4615384615,18.1,34.3,7.7
6,Malformed,1,Mar,summer,Adult,94,7,11,0.3,Fertile,1,Exposed,4,0.75,18.1,34.3,7.7
6,Malformed,1,Mar,summer,Adult,170,8,6,1,Fertile,1,Exposed,4,0.75,18.1,34.3,7.7
6,Malformed,1,Mar,summer,Adult,220,18,12,1,Fertile,1,Exposed,4,0.75,18.1,34.3,7.7
6,Shapely,0,Mar,summer,Juvenile,121,2.5,4,0.4,Fertile,1,Exposed,4,0.75,18.1,34.3,7.7
7,Malformed,1,Mar,summer,Adult,148,10,6,1,Fertile,0.25,Exposed,8,0.125,18.1,34.3,7.7
7,Shapely,0,Mar,summer,Juvenile,60,2,11,0.2,Immature,0.25,Exposed,8,0.125,18.1,34.3,7.7
7,Shapely,0,Mar,summer,Juvenile,99,4,10,0.4,Immature,0.25,Exposed,8,0.125,18.1,34.3,7.7
7,Shapely,0,Mar,summer,Juvenile,38,2,1,0.4,Immature,0.25,Exposed,8,0.125,18.1,34.3,7.7
7,Shapely,0,Mar,summer,Recruit,19,0.2,5,0.2,Immature,0.25,Exposed,8,0.125,18.1,34.3,7.7
7,Shapely,0,Mar,summer,Juvenile,103,4.5,8,0.4,Immature,0.25,Exposed,8,0.125,18.1,34.3,7.7
7,Shapely,0,Mar,summer,Recruit,7,0.2,3,0.1,Immature,0.25,Exposed,8,0.125,18.1,34.3,7.7
7,Shapely,0,Mar,summer,Adult,220,30,18,1.5,Fertile,0.25,Exposed,8,0.125,18.1,34.3,7.7
8,Malformed,1,Mar,summer,Adult,240,15,15,1,Immature,0.5714285714,Exposed,7,1,18.1,34.3,7.7
8,Malformed,1,Mar,summer,Adult,115,4,8,0.8,Fertile,0.5714285714,Exposed,7,1,18.1,34.3,7.7
8,Malformed,1,Mar,summer,Adult,129,6,7,1,Fertile,0.5714285714,Exposed,7,1,18.1,34.3,7.7
8,Malformed,1,Mar,summer,Juvenile,70,3.5,2,0.4,Fertile,0.5714285714,Exposed,7,1,18.1,34.3,7.7
8,Malformed,1,Mar,summer,Adult,68,7,12,0.5,Immature,0.5714285714,Exposed,7,1,18.1,34.3,7.7
8,Malformed,1,Mar,summer,Adult,320,14,15,1.3,Fertile,0.5714285714,Exposed,7,1,18.1,34.3,7.7
8,Malformed,1,Mar,summer,Juvenile,88,5,11,0.5,Immature,0.5714285714,Exposed,7,1,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,136,7.5,5,0.7,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,150,12,13,0.8,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,140,5,2,1.2,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,105,5.5,5,0.4,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,136,6.5,5,0.7,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,171,10.5,17,1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Juvenile,93,4.3,5,0.5,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Juvenile,93,7.5,18,0.6,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,137,10,13,1,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,150,15,1,1.3,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,150,3.5,5,0.8,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Malformed,1,Mar,summer,Adult,170,8.5,5,1,Fertile,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,28,0.1,8,0.4,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Juvenile,46,3,8,0.4,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,13,2.5,15,0.1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,6,0.1,2,0.1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Juvenile,49,2.5,17,0.2,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,15,0.4,3,0.1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,6,0.1,2,0.1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,5,0.1,3,0.1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Juvenile,40,3,10,0.2,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,18,0.2,4,0.1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
9,Shapely,0,Mar,summer,Recruit,11,0.2,3,0.1,Immature,0.347826087,Exposed,23,0.5217391304,18.1,34.3,7.7
10,Malformed,1,Mar,summer,Adult,100,6.5,5,0.4,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Malformed,1,Mar,summer,Adult,150,5.5,7,1.2,Fertile,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Malformed,1,Mar,summer,Adult,105,6.5,5,0.4,Fertile,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Malformed,1,Mar,summer,Adult,150,7,22,0.6,Fertile,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Malformed,1,Mar,summer,Juvenile,108,7.5,15,0.6,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Malformed,1,Mar,summer,Adult,253,10.5,9,1.5,Fertile,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Malformed,1,Mar,summer,Adult,150,7,1,1.2,Fertile,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Juvenile,50,2.5,14,0.3,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Juvenile,40,3,20,0.2,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,28,0.4,3,0.5,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,13,0.2,5,0.4,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,55,2,10,0.6,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,34,1.6,6,0.7,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,29,2,9,0.6,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,37,1.5,4,0.9,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,52,4,10,0.6,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
10,Shapely,0,Mar,summer,Recruit,55,2,8,0.9,Immature,0.2941176471,Exposed,17,0.4117647059,18.1,34.3,7.7
11,Malformed,1,Mar,summer,Adult,120,7,9,0.9,Fertile,0.0952380952,Exposed,42,0.1428571429,18.1,34.3,7.7
11,Malformed,1,Mar,summer,Adult,170,12.5,26,0.9,Immature,0.0952380952,Exposed,42,0.1428571429,18.1,34.3,7.7
11,Malformed,1,Mar,summer,Adult,120,12,5,0.7,Fertile,0.0952380952,Exposed,42,0.1428571429,18.1,34.3,7.7
11,Malformed,1,Mar,summer,Adult,126,5.2,5,0.7,Fertile,0.0952380952,Exposed,42,0.1428571429,18.1,34.3,7.7
